,apple,microsoft,google,amazon,nvidia,jpmorgan,berkshire hathaway,johnson & johnson,walmart,exxon
2018-02-23,0.03571428571428571,0.09999999999999999,0.007142857142857153,0.05833333333333334,0.3,-0.2,0.0,0.0,-0.5,0.0
2018-02-26,-0.025531914893617006,0.05384615384615385,-0.025000000000000005,-0.05624999999999999,0.0,0.03333333333333333,0.24333333333333335,0.0,0.2,0.0
2018-02-27,0.10769230769230768,-0.07272727272727274,0.025,0.3392857142857143,0.0,0.4555555555555555,0.2,0.0,0.3333333333333333,-0.2333333333333333
2018-02-28,1.8503717077085942e-18,-0.030000000000000006,-0.02,0.3166666666666667,0.2,0.2285714285714286,0.0,-0.35,0.033333333333333326,-0.1
2018-03-01,0.07857142857142856,0.1125,-0.16774193548387098,0.06499999999999999,0.0,-0.04,0.0,0.2,-0.2210526315789474,-0.5466666666666665
2018-03-02,-2.7755575615628915e-18,0.06,-0.3111111111111111,0.08,0.0,0.0,0.0,0.0,-0.1,-0.4
2018-03-05,0.22307692307692312,0.24285714285714288,0.06666666666666667,0.23199999999999998,0.0,0.3333333333333333,0.6,0.0,0.03749999999999998,-0.44000000000000006
2018-03-06,0.011111111111111096,0.05714285714285715,-0.09411764705882353,0.05384615384615384,0.23333333333333336,0.0,0.0,0.0,-0.08333333333333333,0.0
2018-03-07,-0.125,0.008333333333333331,-0.029999999999999992,0.07916666666666666,0.0,0.10000000000000002,0.0,-0.3,-0.08461538461538462,-0.16153846153846155
2018-03-08,-0.09375,0.11666666666666665,0.125,0.24473684210526314,0.0,0.36666666666666664,0.0,0.0,-0.03636363636363636,-0.5
2018-03-09,-0.15454545454545457,-0.05,0.3,0.03333333333333333,0.0,0.15,0.1,-0.3,0.05,-0.3
2018-03-12,0.26818181818181813,0.16666666666666666,-0.0846153846153846,0.18888888888888888,0.125,0.0,0.0,0.0,-0.25,0.0
2018-03-13,0.06875,-0.25,-0.004545454545454539,-0.06333333333333332,0.2,-0.4,0.0,-0.275,0.0,0.13333333333333333
2018-03-14,-0.3733333333333333,0.15714285714285717,-0.27755102040816326,0.18666666666666668,-0.2,0.0,0.0,-0.7,0.3857142857142857,0.0
2018-03-15,0.26999999999999996,-0.09500000000000001,-0.02105263157894736,0.20384615384615384,0.0,0.09999999999999999,-0.175,0.09999999999999998,-0.07368421052631578,-0.3
2018-03-16,-0.056249999999999994,0.033333333333333326,0.03529411764705883,0.11764705882352941,0.0,0.125,0.15,0.33,-0.3454545454545454,0.0
2018-03-19,-0.017857142857142856,0.014285714285714287,0.1846153846153846,0.2222222222222222,0.0,0.0,0.0,0.0,0.35,-0.3
2018-03-20,0.5333333333333333,0.22499999999999998,0.06060606060606061,0.34516129032258064,0.0,0.13333333333333333,0.0,-0.175,0.18,0.55
2018-03-21,0.05555555555555555,0.06000000000000001,-0.06447368421052632,0.2111111111111111,0.0,0.0,0.075,0.0,0.025,-0.04999999999999999
2018-03-22,0.022222222222222223,0.19999999999999998,-0.11818181818181817,-0.0875,0.5,0.1,0.0,0.0,0.03333333333333333,0.0
2018-03-23,-6.938893903907228e-18,0.02,-0.04375,0.11250000000000002,0.0,0.55,0.0,0.0,-0.2,0.0
2018-03-26,0.02,0.16923076923076924,-0.19230769230769226,-0.007692307692307691,-0.4,-0.3,-0.1,0.0,0.32,0.0
2018-03-27,0.08648648648648648,0.16,-0.056410256410256404,0.3875,-0.41111111111111115,0.04,0.2333333333333333,0.15000000000000002,0.3222222222222222,0.0
2018-03-28,-0.12941176470588237,-0.016666666666666666,-0.14181818181818182,-0.28108108108108104,-0.45764705882352935,0.05,0.13333333333333333,-0.6,0.0,0.0
2018-03-29,0.05333333333333333,-0.06190476190476189,-0.15714285714285717,-0.2152777777777778,-0.16,0.0,0.0,0.16666666666666666,0.10000000000000002,0.16666666666666666
2018-04-02,0.03939393939393939,-0.04666666666666666,-0.06774193548387097,-0.1952380952380952,-0.12,-0.3333333333333333,0.0,-0.6199999999999999,0.3666666666666667,-0.3
2018-04-03,-0.14814814814814814,-0.12000000000000002,-0.2111111111111111,-0.17384615384615382,0.4,-0.325,0.0,-0.3,0.15,0.0
2018-04-04,0.29499999999999993,0.04285714285714286,-0.16724137931034483,-0.005555555555555568,-0.4666666666666666,0.0,0.05,0.0,0.45,0.3
2018-04-05,0.14444444444444443,0.08888888888888889,-0.09999999999999999,-0.003999999999999997,0.0,0.2111111111111111,0.1,-0.6999999999999998,-0.049999999999999996,-0.3
2018-04-06,0.0,0.25,-0.1,-0.13999999999999999,0.0,0.05,0.06666666666666667,0.0,0.24999999999999997,0.0
2018-04-09,0.047619047619047616,0.0,1.4538634846281813e-17,0.07272727272727272,0.0,-0.09999999999999999,0.0,0.0,0.30000000000000004,0.0
2018-04-10,0.10833333333333334,0.12,0.03888888888888889,0.08333333333333333,0.20000000000000004,0.2333333333333333,0.0,0.2,0.23333333333333336,0.525
2018-04-11,0.1076923076923077,0.06,0.15555555555555556,0.05454545454545456,0.0,-0.1888888888888889,0.0,-0.44999999999999996,0.25,0.44000000000000006
2018-04-12,-0.16666666666666666,0.18333333333333335,-0.013043478260869558,0.15999999999999998,0.0,0.17,0.6,0.0666666666666667,0.4153846153846153,-0.049999999999999996
2018-04-13,-0.014285714285714287,-0.19999999999999998,-0.13,0.036842105263157905,0.0,0.29733333333333334,0.0,0.0,0.175,-0.5333333333333333
2018-04-16,-0.1708333333333333,-0.09999999999999999,0.02702702702702702,-0.12307692307692308,0.033333333333333326,-0.27999999999999997,0.15,-0.7,-0.2,-0.2
2018-04-17,-0.0909090909090909,0.05294117647058824,-0.22083333333333333,-0.0875,0.0,0.5,0.0,0.41333333333333333,0.3333333333333333,-0.3
2018-04-18,0.0,0.025000000000000005,-0.11000000000000001,0.27222222222222225,0.0,-0.075,0.0,-0.42499999999999993,0.13999999999999999,-0.26666666666666666
2018-04-19,-0.23043478260869565,0.0875,-0.10769230769230768,0.2877551020408163,-0.32857142857142857,0.1,0.0,-0.35,0.016666666666666663,-0.6
2018-04-20,-0.2951428571428572,0.044444444444444446,-0.13043478260869565,0.2705882352941177,-0.2,0.08181818181818182,0.0,0.10000000000000003,0.39999999999999997,-0.13333333333333333
2018-04-23,-0.31891891891891894,-0.10000000000000002,-0.02692307692307693,0.20357142857142857,-0.4,0.0,0.0,0.0,0.04285714285714286,0.2
2018-04-24,-0.16666666666666666,0.19999999999999998,0.024999999999999994,0.3,0.0,0.0,0.0,0.0,0.5,0.0
2018-04-25,-0.022222222222222227,0.016666666666666666,0.09285714285714287,0.07,-0.3,0.0,0.0,0.0,0.2,0.55
2018-04-26,-0.11764705882352941,-0.010526315789473687,-0.043750000000000004,0.24239130434782605,0.0,0.05,0.0,0.5666666666666667,0.15,0.0
2018-04-27,0.09333333333333331,0.3312121212121212,0.08,0.5378378378378378,0.4,0.0,0.0,-0.7,-0.0666666666666667,-0.32857142857142857
2018-04-30,-0.05625000000000001,0.1826086956521739,-0.007234042553191493,0.18260869565217389,0.0,-0.04999999999999998,0.0,-0.09999999999999998,0.33018867924528317,-0.09999999999999999
2018-05-01,0.15789473684210525,0.14461538461538462,0.049999999999999996,0.14666666666666667,0.0,0.025,0.0,0.0,0.07272727272727272,0.0
2018-05-02,0.5036842105263158,0.15,0.03888888888888889,0.292,0.2,-0.04999999999999999,-0.2333333333333333,0.16666666666666666,-0.07500000000000001,0.0
2018-05-03,0.24,0.7,-0.0375,-0.02666666666666666,0.4,0.15,0.05,-0.15000000000000002,-0.045454545454545456,0.3
2018-05-04,0.4509259259259259,-0.049999999999999996,0.061538461538461535,0.009999999999999998,0.0,0.0,0.3767441860465116,0.1,0.2785714285714286,-0.4
2018-05-07,0.3891666666666667,0.10416666666666664,0.03863636363636364,0.12173913043478261,0.16666666666666666,0.22000000000000003,0.18082191780821918,0.0,0.16923076923076927,0.275
2018-05-08,0.21052631578947367,0.2,0.168,0.015384615384615389,0.0,0.0,0.2416666666666667,0.3,-0.061538461538461535,0.3
2018-05-09,0.18823529411764706,0.0071428571428571435,0.10232558139534882,0.16774193548387095,0.3,0.13333333333333333,0.0,0.0,0.3212765957446808,0.2
2018-05-10,0.07575757575757576,-0.075,0.03333333333333333,0.028571428571428574,0.4153846153846154,-0.11666666666666665,0.0,0.0,0.06190476190476192,0.6
2018-05-11,0.32608695652173914,0.04,-0.055555555555555546,0.36,0.13928571428571426,0.0,0.3166666666666667,0.0,0.32,0.14999999999999997
2018-05-14,0.036111111111111115,-0.35000000000000003,0.09473684210526317,0.07500000000000001,-0.014285714285714315,0.32,0.1,0.0,0.39166666666666666,-0.1
2018-05-15,0.18125,-0.03333333333333333,-0.2833333333333333,-0.010000000000000005,0.0,-0.2,0.25555555555555554,-0.35714285714285715,-0.03333333333333333,0.0
2018-05-16,-0.0024999999999999953,0.2111111111111111,0.05,0.24285714285714285,0.13,-0.15,0.09999999999999999,-0.03333333333333333,0.275,0.0
2018-05-17,0.054545454545454536,0.10909090909090911,0.1193548387096774,0.0,0.0,0.0,0.0,0.0,0.13874999999999998,0.0
2018-05-18,-0.125,-0.08571428571428572,-0.08235294117647061,-0.06000000000000001,0.45,-0.15000000000000002,-0.45,-0.9,-0.11428571428571425,0.0
2018-05-21,0.02307692307692307,0.19,-0.14722222222222223,0.14666666666666664,0.3,0.20000000000000004,0.03333333333333333,0.0,0.0,0.1
2018-05-22,0.05,0.16249999999999998,-0.13529411764705881,0.11304347826086956,-0.3,0.0,0.3,0.0,0.016666666666666663,0.0
2018-05-23,0.061538461538461556,0.049999999999999996,0.055555555555555546,0.004347826086956516,0.0,0.0,0.1,0.275,0.3083333333333333,0.09999999999999999
2018-05-24,0.029999999999999992,0.03076923076923077,-0.06874999999999999,-0.027777777777777776,0.0,0.35,0.0,-0.7,0.05000000000000002,0.15
2018-05-25,0.021621621621621612,-0.04999999999999999,-0.26206896551724135,-0.2571428571428572,0.3,0.0,0.0,-0.7,-0.16666666666666663,-0.1375
2018-05-29,-0.08,0.075,0.014999999999999996,-0.007692307692307687,0.0,-0.01666666666666666,0.0,-0.4750000000000001,-0.09999999999999999,-0.1375
2018-05-30,-0.012499999999999997,0.10714285714285712,-0.20833333333333334,0.010526315789473687,0.0,-0.16666666666666666,0.04,0.0,0.2,0.05
2018-05-31,-0.1625,0.0,0.1958333333333333,-0.20999999999999996,0.0,0.0,0.0,0.0,0.19999999999999996,0.125
